,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
9045,Blues,1.0,239.296586943,30860.8420511,Environment,79.7655289811,No,386.894469896,Yes,Female,After_16:00,0.706992218271,0.653966345824,7.74351765402,3.91179286176,6.29938087892,0.313350425567,5276.0,67.7727343049,,4999.17132134,65246.94011,Yes,149687.330836,23.7721120473,639688.249923,9.16284078266,6452.30514262,90.0,Below_30,0.0,839.914671118,12.0,Car,Student_or_Unemployed,585.246488118,4.0,No
2417,Reds,3.0,429.287727582,86436.4160413,Social,143.095909194,No,604.04533245,No,Female,By_16:00,0.413706683554,0.454447541386,7.39384191111,0.344574139453,6.05858380441,7.05309114419,8430.0,12.0346390875,693.383982731,7427.22128996,81439.9859849,Yes,364870.763654,26.3321853011,962859.370639,98.5213659238,,70.0,45_and_up,3.0,1025.76526368,8.0,Public_or_other,Services_or_Retail,682.630291949,0.0,No
373,Reds,10.0,933.592762069,168711.473624,Education,311.197587356,No,542.136187677,No,Female,By_16:00,0.975848329952,0.684538193513,4.30088954512,3.5507378215,3.43428463442,3.71787860757,6004.0,95.2757851453,618.811523391,6658.98492355,73872.7930499,Yes,293911.645989,24.8759225636,767066.302453,79.4248824241,97165.1359638,100.0,Below_30,0.0,940.525641736,16.0,Foot_or_bicycle,Student_or_Unemployed,658.763303835,1.0,No
6218,Yellows,10.0,187.318534618,33642.1683991,Healthcare,62.4395115393,No,538.796149581,No,Female,By_16:00,0.562415603315,0.417494544759,9.12719261833,3.58577320119,7.16346734436,7.86706892308,6267.0,17.4346564803,592.921902836,6573.80530148,74942.4683384,Yes,290301.290804,24.3499877379,704459.352378,83.5728398757,3971.13211281,80.0,Below_30,3.0,986.404579002,5.0,Foot_or_bicycle,Industry_or_other,797.790502983,0.0,No
7013,Oranges,3.0,381.476529858,56475.7887711,Financial,127.158843286,No,444.13575424,Yes,Female,After_16:00,0.541282728082,0.703239064198,6.44617624348,4.272290878,8.85364587884,0.916211463045,4253.0,62.7959437203,594.303796036,5629.96513447,72224.5855535,Yes,197256.568194,24.3783468684,707592.9212,74.7789578745,16306.5302691,60.0,Below_30,3.0,951.677732042,7.0,Public_or_other,Services_or_Retail,744.781480372,2.0,No
9004,Yellows,8.0,475.734500274,83046.9912899,Environment,158.578166758,No,523.697511377,No,Male,After_16:00,0.626662588445,0.243160806829,0.179829844274,7.4257424986,0.938459322788,6.16117452737,5043.0,59.2526870314,501.488237551,6239.95158888,68744.167949,Yes,274259.083423,22.3939330523,504372.091501,91.0998628475,25315.6131391,90.0,30-45,3.0,932.453757357,12.0,Public_or_other,Services_or_Retail,857.489184846,2.0,No
3981,Yellows,6.0,236.602050778,31739.5036558,Education,78.8673502594,No,402.441613056,Yes,Female,By_16:00,0.825394482818,0.108627557987,7.76494783349,9.3517079507,8.51639486616,8.15576428548,8247.0,77.9672588222,577.403787051,5179.22370466,66726.5986831,Yes,161959.251919,24.0292277664,667798.046836,67.6275310339,6308.92628719,100.0,Below_30,2.0,857.576880456,14.0,Foot_or_bicycle,Public_Sector,595.33862161,6.0,No
8064,Reds,4.0,450.231582759,49347.4061956,Financial,150.077194253,No,328.813491225,Yes,Female,By_16:00,0.28525725496,0.926143652759,3.3274540212,6.4763350389,1.30437908461,9.30467694066,4863.0,12.0569259627,688.474840762,4665.08459377,79987.6056263,Yes,108118.312011,26.2388041031,949174.017043,41.1568936892,22683.2414291,,Below_30,1.0,1072.50411917,18.0,Public_or_other,Hightech,839.990826717,1.0,No
6255,Yellows,9.0,101.536213695,13519.1684739,Education,33.845404565,No,399.438820356,Yes,Male,After_16:00,0.867918697651,0.995028907433,5.42658857303,5.95255414722,4.69035706948,6.67389896233,4860.0,86.2634676043,533.133157598,5060.65451876,64339.8454181,Yes,159551.371207,23.0896764291,569519.137276,62.1948738117,1189.35681473,100.0,Below_30,4.0,843.649220921,17.0,Motorcycle_or_truck,Services_or_Retail,647.770994094,0.0,No
2350,Yellows,6.0,672.560169944,88924.2547801,Healthcare,224.186723315,No,396.652636094,Yes,Male,By_16:00,0.41143510025,0.503543198574,4.21079837019,4.71837183228,2.73762784433,1.91064366139,9639.0,51.9988440443,593.475676622,5153.47771419,68476.6905496,Yes,157333.313721,24.3613562148,705453.216277,48.0237857206,50493.8736339,80.0,30-45,3.0,883.696450966,11.0,Foot_or_bicycle,Public_Sector,619.806156792,3.0,No
2229,Yellows,4.0,874.753517761,120363.851034,Social,291.58450592,No,412.792341807,Yes,Female,After_16:00,0.138522082241,0.143403430935,1.01220270386,0.860767378472,2.62882259674,0.0754457316361,5795.0,34.0190089773,629.071835519,5386.06708911,72886.5108375,Yes,170397.517455,25.0813045019,792561.336228,29.2035687715,85323.1085987,70.0,Below_30,1.0,945.341585827,16.0,Motorcycle_or_truck,Student_or_Unemployed,675.795399359,0.0,No
4968,Reds,3.0,673.848687697,98076.3551859,Financial,224.616229232,No,436.639665447,Yes,Male,By_16:00,0.444786868524,0.432026590221,4.2270753067,7.81328245997,0.20088895224,9.63239569915,9900.0,44.0112086013,735.460278829,5837.31721212,85817.2774583,Yes,190654.197441,27.1193709151,1083100.61274,15.8442181535,50687.0666638,60.0,45_and_up,3.0,1130.74301835,5.0,Motorcycle_or_truck,Student_or_Unemployed,850.329601714,0.0,No
5877,Reds,3.0,227.041317387,27100.8378875,Environment,75.680439129,No,358.095674384,Yes,Female,After_16:00,0.970556731103,0.329972125124,9.45110015105,6.72536170576,0.856994581409,3.12435481697,7222.0,59.4784156885,712.917451085,5006.79164601,81861.6165152,Yes,128232.512012,26.7005140603,1017685.48823,77.2171656135,5813.20930588,90.0,45_and_up,4.0,1084.83949002,3.0,Car,Services_or_Retail,814.808433213,0.0,No
1061,Yellows,6.0,70.7844213838,9940.25101303,Healthcare,23.5948071279,No,421.289776141,Yes,Female,After_16:00,0.547587334411,0.334804469021,5.84944622358,1.39580637449,5.50062221941,8.37170841172,6607.0,66.6657180991,571.192883817,5355.28352905,67697.9797414,Yes,177485.075481,23.8996419182,653599.155293,3.8743538782,590.309730533,80.0,30-45,3.0,878.824808737,10.0,Public_or_other,Hightech,645.244471375,,No
683,Blues,2.0,33.6662788886,4706.66739718,Environment,11.2220929629,No,419.410836531,Yes,Female,After_16:00,0.218763745856,0.518948703771,2.68534733215,9.19206743129,5.49058458069,5.30152980471,4165.0,53.160031978,579.125475588,5352.35931648,67888.9500149,Yes,175905.449799,24.0650259835,671829.38847,61.1153488513,147.15746343,90.0,45_and_up,1.0,876.826354005,9.0,Car,Hightech,627.344684647,1.0,No
108,Whites,5.0,205.46616188,62090.9131093,Foreign_Affairs,68.4887206268,No,906.585968332,No,Male,By_16:00,0.811827471713,0.319162629545,8.16732103471,1.06535477098,5.28046550462,8.9670733572,9045.0,5.5949578993,938.26467499,10942.3890333,111602.551606,Yes,821898.117977,30.6311063298,1762516.4569,41.6378112044,4769.19357372,40.0,,0.0,1394.43193792,8.0,Car,Public_Sector,918.670267193,3.0,Yes
9480,Yellows,3.0,266.767271877,32435.4118104,Healthcare,88.9224239589,No,364.76076974,Yes,Female,By_16:00,0.0560354948975,0.737323451322,1.27605605172,7.54252886167,3.17275543464,6.11922252225,7870.0,87.9130806075,586.214771397,4820.0372402,67100.2000641,Yes,133050.419141,24.2118725298,,80.5824852083,8006.11990669,80.0,45_and_up,1.0,868.462529205,8.0,Foot_or_bicycle,Public_Sector,608.786315946,4.0,No
3438,Yellows,5.0,193.287273498,32961.1626844,Environment,64.4290911661,No,511.588198558,No,Male,After_16:00,0.310653884662,0.699722360354,7.62398990337,5.835927187,5.45345399994,2.98997557024,3295.0,41.8629649095,565.971264468,6247.82451451,71009.4143316,Yes,261722.484903,23.7901505768,641909.172337,56.7032420542,4225.53687965,90.0,Below_30,1.0,930.852823066,18.0,Public_or_other,Industry_or_other,740.639730378,0.0,No
8576,Pinks,10.0,414.162470958,121012.435225,Military,138.054156986,No,876.557706533,No,Male,After_16:00,0.211787206586,0.870494299103,1.59031067509,6.93691089517,5.98986215424,0.20441738423,3114.0,96.8587377574,302.426490001,9370.43004533,51612.8527001,Yes,768353.412882,17.3904137386,184354.349785,66.2072638283,19207.0044181,30.0,45_and_up,2.0,631.953796197,10.0,Car,Industry_or_other,544.228369085,0.0,Yes
1110,Greys,10.0,662.049462768,105543.766644,Social,220.683154256,No,478.259280822,Yes,Female,After_16:00,0.220226057339,0.391681435751,9.06778012402,1.97487108409,4.65904923622,8.62667989684,9957.0,79.1874278104,603.13299331,5988.85879484,73382.0033329,Yes,228731.939692,24.5587661195,728766.246523,54.5267382869,48931.7377267,70.0,45_and_up,1.0,960.231624108,5.0,Motorcycle_or_truck,Industry_or_other,739.172004093,0.0,No
3547,Whites,3.0,276.425113088,46401.0083119,Foreign_Affairs,92.1417043625,No,503.583134618,No,Female,By_16:00,0.888698730851,0.0581737034954,7.93063440826,6.14372045267,0.355052223895,9.67884880025,3422.0,82.1750693955,626.609379269,6289.05010471,81584.9753444,Yes,253595.973471,25.0321668912,786787.659845,41.1899918225,8592.2353872,40.0,30-45,2.0,1112.03092251,10.0,Car,Services_or_Retail,995.448335406,0.0,Yes
4713,Oranges,,721.374986926,102589.695798,Education,240.458328975,No,426.642305281,Yes,Female,By_16:00,0.75975945103,0.381705287611,4.07355945557,5.41888199514,4.10962324124,7.76119993534,8114.0,55.5727757048,579.409910687,5425.24287419,71067.5228618,Yes,182023.656656,24.0709349774,672627.540677,8.39109339286,58070.6663025,100.0,Below_30,2.0,943.737733126,14.0,Foot_or_bicycle,Hightech,759.209165958,0.0,No
2017,Reds,3.0,43.2128375988,8622.56424945,Financial,14.4042791996,No,598.611296683,No,Male,After_16:00,0.0453086060006,0.701313181082,0.630642215256,3.36134380661,6.30193251651,0.674452856183,5261.0,2.81006195582,645.829584594,7277.77213602,77024.1050339,Yes,358335.484517,25.4131773809,835460.374501,13.6391931446,231.887538459,60.0,30-45,1.0,971.137021516,17.0,Public_or_other,Hightech,660.058531427,0.0,No
2112,Oranges,9.0,393.9658224,54898.8023524,Financial,131.3219408,No,418.047449024,Yes,Male,After_16:00,0.19846482086,0.964898166712,9.03923691949,0.915988960769,9.21588302124,6.65344864596,7419.0,33.1385789439,607.565458041,5395.60540633,73904.4071319,Yes,174763.669636,24.6488429351,739490.5914,85.133405216,17386.7740763,60.0,Below_30,2.0,984.099827906,4.0,Motorcycle_or_truck,Services_or_Retail,790.972341532,2.0,No
7410,Oranges,3.0,671.780025402,88584.8721269,Environment,223.926675134,No,395.597675328,Yes,Female,After_16:00,0.0792444546241,0.154226627667,9.67052506749,1.04773237836,7.29427491548,8.80453437101,7397.0,3.9810780203,575.560518252,5107.09778978,69713.0647471,Yes,156497.520725,23.9908423831,663682.072921,60.0150608923,50377.0825117,90.0,30-45,2.0,925.891686271,20.0,Car,Public_Sector,736.654904623,0.0,No
5936,Whites,8.0,1011.80426489,272005.355238,Foreign_Affairs,337.268088297,No,806.495973608,No,Female,By_16:00,0.0664467732422,0.521537030581,6.19608756155,3.61560235964,5.83396313479,7.41083279951,5878.0,48.1423332356,921.878458259,9908.71665259,106344.546873,Yes,650435.755445,30.3624514534,1701357.31604,85.9429541044,114097.031472,40.0,Below_30,5.0,1320.85844155,18.0,Motorcycle_or_truck,Student_or_Unemployed,821.03646351,0.0,Yes
3208,Blues,8.0,300.397536801,60924.6196659,Environment,100.132512267,No,608.439939102,No,Female,By_16:00,0.465183229884,0.422428817488,5.17626080429,2.44711915264,8.24252380989,3.49626944866,4314.0,40.5516811647,672.453332697,7429.30605642,79923.0867375,Yes,370199.159495,25.9317051637,905691.641475,34.4446671195,10136.6525252,90.0,45_and_up,2.0,1009.16810544,17.0,Foot_or_bicycle,Public_Sector,686.232224214,0.0,No
9316,Yellows,6.0,452.319241358,78922.8869383,Healthcare,150.773080453,No,523.45476196,No,Female,After_16:00,0.101464845007,0.147019877797,6.44548599608,3.07374315802,2.69426710205,0.649749992881,3134.0,47.5195864914,588.719416801,6411.9864532,71184.6343799,Yes,274004.887818,24.2635408958,694374.921246,35.9852698166,22893.2948696,80.0,30-45,4.0,912.37447485,,Foot_or_bicycle,Industry_or_other,660.363047067,2.0,No
4549,Blues,10.0,500.257527725,66644.7008355,Healthcare,166.752509242,No,399.662356738,Yes,Female,After_16:00,0.846452677855,0.376190474723,8.8186034793,5.83147554891,5.08449430577,5.98257205682,7680.0,53.8971627597,611.305168326,5219.23390403,70247.5975219,Yes,159729.999393,24.7245863125,748430.241913,87.3041417217,27983.1518477,80.0,30-45,2.0,906.4218435,11.0,Car,Hightech,632.561912666,0.0,No
5684,Yellows,7.0,158.26730327,21888.736131,Financial,52.7557677566,No,414.906977225,Yes,Female,By_16:00,0.713384225732,0.719324796693,5.71484095883,7.40025249077,0.323228968773,0.0330116134137,3222.0,78.5595115507,584.567844058,5318.20546036,68881.9894587,Yes,172147.79975,24.1778378698,684518.954865,27.4520528736,2845.92679934,60.0,30-45,1.0,895.061394793,15.0,Motorcycle_or_truck,Hightech,654.919274837,0.0,No
6077,Yellows,9.0,319.269676711,56001.0796471,Financial,106.42322557,No,526.21107232,No,Male,By_16:00,0.559062617831,0.0480159397703,4.86264277017,4.67505342793,5.67713923287,6.92820512457,5746.0,7.29556523729,544.064550383,6350.23982396,70040.8517424,Yes,276898.092632,23.3251913258,593312.598408,74.1649570176,11442.3261664,60.0,45_and_up,1.0,924.237886976,10.0,Foot_or_bicycle,Services_or_Retail,763.917368798,1.0,No
9722,Whites,7.0,166.738515344,10544.6538687,Foreign_Affairs,55.5795051148,No,189.721981995,Yes,Male,By_16:00,0.161912448937,0.581992162857,1.83705298463,9.96492581442,3.54009258794,2.04713836312,5017.0,87.5691761728,421.914978435,2741.04977682,52694.637921,Yes,35994.430452,20.5405690874,356907.531601,52.885587723,3154.66089392,40.0,30-45,3.0,740.351460363,16.0,Motorcycle_or_truck,Services_or_Retail,683.311563144,0.0,Yes
6086,Blues,5.0,196.276565543,27867.1205377,Social,65.4255218476,No,425.936542052,Yes,Male,By_16:00,0.282906480366,0.487001298927,1.38412238797,6.41235859599,0.632335399278,0.715595902875,9100.0,59.8508601077,590.918577751,5441.20257602,68614.3891325,Yes,181421.937855,24.3088168727,699418.510288,47.1041995566,4355.92443088,70.0,Below_30,2.0,880.941715432,15.0,Foot_or_bicycle,Services_or_Retail,613.042682502,0.0,No
6006,Oranges,9.0,284.524606884,38912.8809132,Healthcare,94.841535628,No,410.29366148,Yes,Male,By_16:00,0.635703447973,0.0952031724155,9.89679429214,0.376183330081,5.21610933589,0.732350365724,9751.0,65.9838648513,591.582080356,5286.10077552,72424.0417626,Yes,168340.888651,24.3224604092,701146.943304,53.6353080766,9099.7584159,80.0,45_and_up,2.0,967.420262141,18.0,Public_or_other,Industry_or_other,787.934047347,0.0,No
9279,Whites,7.0,1002.75227041,173985.680411,Foreign_Affairs,334.250756803,No,520.524417283,No,Male,By_16:00,0.718731177272,0.235827735625,6.16274467204,8.37550662924,5.88880689116,8.1518705003,3284.0,87.9633616656,710.264938093,6625.77404902,88258.1138056,Yes,270945.668988,26.6507962,1010465.1761,45.589165343,112067.81918,40.0,30-45,4.0,1182.33444393,13.0,Foot_or_bicycle,Hightech,982.087115841,0.0,Yes
7871,Yellows,1.0,860.293251386,130395.690475,Financial,286.764417129,No,454.71363491,Yes,Female,By_16:00,0.970513942419,0.692436114419,9.24262247747,6.44210760482,0.320247390773,5.55695348885,5810.0,40.5716581969,595.444252465,5738.02485403,70851.5760737,Yes,206764.489773,24.4017264239,710245.729398,56.5391288837,82530.5953483,60.0,30-45,4.0,918.021279472,8.0,Foot_or_bicycle,Public_Sector,673.300177525,0.0,No
1957,Yellows,10.0,681.008850863,79731.2334609,Environment,227.002950288,No,351.23434898,Yes,Male,After_16:00,0.32483956567,0.558819158468,5.73053456144,9.07474704087,8.18493633065,3.21422633715,4439.0,81.6172078252,578.766104795,4669.87569939,66263.8887271,Yes,123365.567903,24.0575581636,670909.973615,66.8627239531,51767.3423897,90.0,45_and_up,0.0,860.178503363,13.0,Public_or_other,Services_or_Retail,608.331148299,0.0,No
5503,Blues,10.0,148.502185719,22164.0454194,Financial,49.500728573,No,447.751903019,Yes,Male,,0.790222338866,0.160305650672,7.72413241677,6.25154299662,7.25621027639,4.41607167944,9660.0,58.8272350607,595.627744971,5668.77452013,69314.529149,Yes,200481.766657,24.4054859606,710613.552504,9.68416340183,2509.82285783,60.0,45_and_up,3.0,886.329882516,9.0,Motorcycle_or_truck,Student_or_Unemployed,610.979443481,0.0,No
9060,Pinks,8.0,524.749910939,145861.928585,Other,174.91663698,No,833.893968598,No,Female,After_16:00,0.795400719391,0.666722117923,2.98370267963,0.700341726188,2.27088732645,5.08330337005,7666.0,80.9607447591,402.159370715,9143.25842741,56034.2960109,Yes,695379.150865,20.0539116063,324729.315002,95.0861238874,30780.7465293,50.0,Below_30,0.0,655.883893275,15.0,Motorcycle_or_truck,Services_or_Retail,421.102125543,1.0,Yes
3174,Blues,5.0,343.301867704,42872.3572017,Education,114.433955901,No,374.647165381,Yes,Female,By_16:00,0.935617343988,0.343518988928,3.5173958377,3.67304428713,8.90483502299,3.03817643551,8176.0,6.432401645,544.18165159,4834.83495699,62977.8173226,Yes,140360.498528,23.3277013782,593220.434124,54.5424540993,13219.5642191,100.0,45_and_up,3.0,811.451754793,20.0,Motorcycle_or_truck,Public_Sector,568.447103647,0.0,No
4612,Yellows,2.0,330.664180824,52249.8039278,Healthcare,110.221393608,No,474.044123536,Yes,Female,By_16:00,0.304684575414,0.429327103309,0.526004408021,9.33453175006,4.40653435653,4.70192925073,7082.0,68.8971252413,567.362722527,5875.16668041,72627.4500785,Yes,224717.831059,23.819377039,645118.861175,29.4978365069,12268.9770025,,Below_30,1.0,974.980475155,3.0,Car,Industry_or_other,833.899225055,1.0,No
2186,Reds,5.0,212.78904369,42382.7246118,Healthcare,70.9296812298,No,597.531581658,No,Male,After_16:00,0.0116952045355,,6.52440177277,1.67965650093,2.95362286502,0.91893810546,7155.0,5.98318448756,697.283337127,7369.88249084,83318.2845194,Yes,357043.991079,26.4061230991,973771.183037,28.6210801685,5111.9493606,80.0,Below_30,3.0,1065.08165421,12.0,Public_or_other,Student_or_Unemployed,755.546985262,0.0,No
1780,Greys,1.0,403.586909953,62192.0340838,Financial,134.528969984,No,462.294731692,Yes,Male,By_16:00,0.647292959504,0.424098783173,5.56857114658,8.38872391963,6.01105348906,3.6301257927,3168.0,68.6982574174,620.851976085,5864.65126909,74619.5629092,Yes,213716.41895,24.9169014142,772129.794732,34.8817684222,,60.0,Below_30,4.0,976.570042595,5.0,Public_or_other,Hightech,743.147581897,0.0,No
6028,Oranges,8.0,151.213283579,21964.1744398,Financial,50.4044278597,No,435.758828589,Yes,Male,By_16:00,0.928861723049,0.989583259216,0.471079123672,2.30747044552,8.21346312528,3.48210346419,8874.0,23.1165325735,619.82390834,5597.23610257,75476.7138404,Yes,189885.756693,24.8962629393,769612.717924,45.3174561728,2601.01077572,60.0,Below_30,3.0,1003.21959791,10.0,Car,Hightech,803.604395094,0.0,No
740,Reds,10.0,412.35833146,86508.6168028,Financial,137.452777153,No,629.369726785,No,Male,By_16:00,0.236598421121,0.408164071152,0.928729386069,7.68682892434,1.83478558436,2.58650678908,7111.0,37.5720615499,698.719980005,7691.13722786,82670.8005049,Yes,396106.252993,26.4333119379,977757.456589,76.3574291952,19040.7187243,60.0,30-45,0.0,1041.21792749,7.0,Foot_or_bicycle,Services_or_Retail,698.865945614,0.0,No
4468,Blues,9.0,437.13029224,81257.9595568,Environment,145.710097413,No,557.668692831,No,Male,By_16:00,0.659764237935,0.98339810106,1.38442885363,8.23863694444,2.58421283215,1.97913207114,5639.0,43.544084602,641.640398587,6859.96772548,76133.9006195,Yes,310994.370964,25.3306217568,824638.657888,1.70554784127,21387.1425856,90.0,30-45,3.0,966.336727021,7.0,Motorcycle_or_truck,Industry_or_other,666.18699802,2.0,No
6918,Greys,7.0,80.342623435,16705.1984588,Education,26.7808744783,No,623.77344968,No,Female,By_16:00,0.37003429723,0.140374314971,8.68356817402,9.58813597448,0.423940219916,7.55265152315,6881.0,96.915383148,597.687529633,7433.10955607,73343.9127447,Yes,389093.316526,24.4476487547,715743.442292,88.4092423366,753.996112302,100.0,Below_30,1.0,924.747463584,1.0,Public_or_other,Services_or_Retail,648.902683891,2.0,No
7554,Browns,2.0,1895.5297019,210222.041155,Social,631.843233968,Yes,332.712340425,Yes,Male,After_16:00,0.260803017067,0.646831409773,,4.43163822871,5.84112277953,1.34732603794,9493.0,69.1942461068,564.745364937,4456.61413412,62928.0661483,No,110697.501471,23.7643717556,638743.120132,43.4142441489,399867.715545,70.0,Below_30,2.0,804.418740009,20.0,Foot_or_bicycle,Hightech,525.753355046,1.0,No
